Cellline	Drug A	Drug B	Barbara	Åsmund	Evelina	Gold Standard	Comment	HSA	Bliss	Loewe	Loewe capped	Strong (visual)	Strong (Bliss)	Strong		Threshold Bliss/HSA	CV Åsmund	Example			Barbara	Åsmund	Evelina	Gold standard	Bliss-call	HSA-call
SW620	5Z	CT		-				-0.068302307	-0.05593119847	2.286082954	2.286082954	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	AK	-	-				-0.04924918924	-0.05574842179	1.27936E+35	1.27936E+35	0	1	FALSE							0	0	0	0	0	0
Colo205	60	P5	-	-				-0.04110606288	-0.05566507953	75977.56458	75977.56458	0	1	FALSE							0	0	0	0	0	0
UACC62	AK	CT		-				-0.03124687784	-0.0555941137	1.36274E+118	1.36274E+118	0	1	FALSE							0	0	0	0	0	0
DU145	AK	D1		-				-0.03252990107	-0.05539917763	36885.52521	36885.52521	0	1	FALSE							0	0	0	0	0	0
SF295	JN	60		-				-0.02421832639	-0.05537760605	581.5271187	581.5271187	0	1	FALSE							0	0	0	0	0	0
AGS	AK	PD	-	-				-0.0626282704	-0.05531717498	0.9684640228	0.9684640228	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	SF	Synergy?	Synergy?	Synergy?			-0.08364676208	-0.05509523873	0.7891814466	0.7891814466	0	1	FALSE							1	1	1	0	0	0
A498	PD	60	-	Synergy?	Synergy?			-0.07054686299	-0.05463243312	4.12718E+24	4.12718E+24	0	1	FALSE							0	1	1	0	0	0
A498	PD	F4	-	Synergy?	Synergy?			-0.09657014509	-0.05438911169	0.516080664	0.516080664	0	1	FALSE							0	1	1	0	0	0
UACC62	G4	P5		-				-0.02788228844	-0.05399417075	44.09776777	44.09776777	0	1	FALSE							0	0	0	0	0	0
DU145	BI	SB		-				-0.01681279975	-0.0538446128	NA	0	0	1	FALSE							0	0	0	0	0	0
AGS	AK	SB	Synergy	Synergy	Synergy?			-0.07947531312	-0.05376516072	1.098716074	1.098716074	0	1	FALSE							1	1	1	0	0	0
UACC62	BI	SB		-				-0.001816377678	-0.05353797188	765818364.9	765818364.9	0	1	FALSE							0	0	0	0	0	0
SF295	D1	ST		-				0.01907089695	-0.0533085768	5487991046	5487991046	0	1	FALSE							0	0	0	0	0	0
DU145	ST	G2		-				-0.06180907787	-0.05303327101	3.831742403	3.831742403	0	1	FALSE							0	0	0	0	0	0
A498	BI	D4	-	Nothing				0.00736661157	-0.05253166345	1703902.229	1703902.229	0	1	FALSE							0	0	0	0	0	0
DU145	ST	G4		-				-0.03490699639	-0.05233926178	7.083002706	7.083002706	0	1	FALSE							0	0	0	0	0	0
AGS	PI	G2	Synergy	Synergy	Synergy	Synergy		-0.1100647244	-0.05184678324	0.9813675969	0.9813675969	1	1	TRUE							1	1	1	1	0	1
A498	5Z	PI	-	-				-0.02568578097	-0.05173105368	1449056.864	1449056.864	0	1	FALSE			HSA vs Loewe	0			0	0	0	0	0	0
AGS	AK	60	Synergy?	Synergy?	Synergy?			-0.06886329501	-0.05151794132	2.880204456	2.880204456	0	1	FALSE							1	1	1	0	0	0
Colo205	5Z	G4	-	-				-0.05167924934	-0.05151076829	1.78314924	1.78314924	0	1	FALSE							0	0	0	0	0	0
UACC62	PK	G2		-				-0.04026551541	-0.05119291198	2.396176554	2.396176554	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	60	-	-				-0.05211473555	-0.05107310407	2.608872606	2.608872606	0	1	FALSE							0	0	0	0	0	0
DU145	JN	G4		-				-0.0112745264	-0.05100893533	139.1571322	139.1571322	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	JN	-	-				-0.01790278763	-0.05099088841	5.786518692	5.786518692	0	1	FALSE							0	0	0	0	0	0
A498	SF	G4	-	-				-0.02094599471	-0.0506733341	2603.000849	2603.000849	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	G4		Nothing				0.02294984928	-0.05055244604	11.56470498	11.56470498	0	1	FALSE							0	0	0	0	0	0
SF295	AK	SB		-				-0.02437097862	-0.05046162677	7.45047E+42	7.45047E+42	0	1	FALSE							0	0	0	0	0	0
AGS	G2	P5	-	-				-0.07913834709	-0.05044750165	1.408909938	1.408909938	0	1	FALSE							0	0	0	0	0	0
SW620	AK	D4		-				-0.0635669093	-0.05037979566	0.3706793116	0.3706793116	0	1	FALSE							0	0	0	0	0	0
UACC62	AK	SB		-				-0.02453145294	-0.0502822782	3.98613E+36	3.98613E+36	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	G2	P5		-				-0.03916514678	-0.0502194816	1.57385102	1.57385102	0	1	FALSE							0	0	0	0	0	0
A498	SB	SF	-	-				-0.04030314382	-0.04998849249	0.8064890138	0.8064890138	0	1	FALSE							0	0	0	0	0	0
AGS	AK	CT	-	Synergy?	Synergy?			-0.08090993783	-0.04974026128	45.39346194	45.39346194	0	1	FALSE							0	1	1	0	0	0
MDA-MB-468	PI	ST		-	 			-0.0281723892	-0.04973471428	1.564817057	1.564817057	0	1	FALSE							0	0	0	0	0	0
Colo205	PI	G2		-				-0.01539177646	-0.04966437568	2.475773853	2.475773853	0	1	FALSE							0	0	0	0	0	0
Colo205	JN	60		-				0.0223549823	-0.04947609565	7.01197E+142	7.01197E+142	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	SF		-				-0.03260940014	-0.04942335317	111.7577497	111.7577497	0	1	FALSE							0	0	0	0	0	0
SF295	D1	G2		-				0.006472621809	-0.04929841152	73494284988	73494284988	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	60	-	Nothing				-0.05348998112	-0.04907624442	6432.704055	6432.704055	0	1	FALSE							0	0	0	0	0	0
DU145	CT	ST		-				-0.026513782	-0.0488995358	17.5356592	17.5356592	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	D1		-				0.002399960685	-0.04886728896	3.85585E+19	3.85585E+19	0	1	FALSE							0	0	0	0	0	0
DU145	SB	ST		-				-0.05114489559	-0.04866207106	4.66795819	4.66795819	0	1	FALSE							0	0	0	0	0	0
DU145	PD	ST		-				-0.05780190467	-0.04837785675	103.0865368	103.0865368	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	D1		-				-0.0706078193	-0.04825356469	4.25341456	4.25341456	0	1	FALSE							0	0	0	0	0	0
AGS	AK	P5	-	-				-0.05105712295	-0.04805568206	9.854587796	9.854587796	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	F4		-				0.002148395206	-0.04803369786	14059647956851	14059647956851	0	1	FALSE							0	0	0	0	0	0
AGS	D1	ST	-	-				-0.05239377553	-0.04794748458	1.592925994	1.592925994	0	1	FALSE							0	0	0	0	0	0
AGS	BI	G2	-	-				-0.0488516551	-0.04776232944	1.162049961	1.162049961	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	JN	Synergy	-	Synergy?			-0.09410286952	-0.04771472753	1.219203896	1.219203896	0	1	FALSE							1	0	1	0	0	0
Colo205	5Z	F4	-	-				-0.07088000953	-0.04759809446	2.614972981	2.614972981	0	1	FALSE							0	0	0	0	0	0
DU145	D1	60		-				-0.04932686174	-0.04754288195	20092.69599	20092.69599	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	AK		-				-0.03478958971	-0.04740440923	NA	0	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	G4		-				0.009569434479	-0.04686378464	7015.691006	7015.691006	0	1	FALSE							0	0	0	0	0	0
A498	5Z	AK	-	-				-0.03614703777	-0.04684984947	2.10541E+104	2.10541E+104	0	1	FALSE			Antagonism		some effect alone, less together		0	0	0	0	0	0
A498	AK	SB	-	-				-0.02258712753	-0.04630954802	1.16957E+56	1.16957E+56	0	1	FALSE							0	0	0	0	0	0
A498	JN	ST	-	-				-0.05386124117	-0.04588464958	7.528902815	7.528902815	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	SF	-	-				-0.03401136865	-0.04581036564	2.735529866	2.735529866	0	1	FALSE							0	0	0	0	0	0
UACC62	PD	P5		-				-0.0751689219	-0.04563453037	2.214628684	2.214628684	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	60		-				-0.05733070231	-0.04539711255	0.8732884509	0.8732884509	0	1	FALSE							0	0	0	0	0	0
A498	AK	CT	-	-				-0.03345212151	-0.04528180188	6.89118E+105	6.89118E+105	0	1	FALSE							0	0	0	0	0	0
DU145	60	ST		-				-0.03143565407	-0.04526876847	25946469764	25946469764	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	PD		-				0.02016688968	-0.04524314769	2.930240126	2.930240126	0	1	FALSE							0	0	0	0	0	0
DU145	JN	RU		-				-0.03557934992	-0.04515622482	1906.331238	1906.331238	0	1	FALSE							0	0	0	0	0	0
AGS	D1	SF	Synergy?	-				-0.0938614519	-0.04485578222	0.9535817285	0.9535817285	0	1	FALSE							1	0	0	0	0	0
MDA-MB-468	RU	P5		-				-0.04996117421	-0.04483795573	2.022773594	2.022773594	0	1	FALSE							0	0	0	0	0	0
AGS	PD	P5	-	-				-0.06752358627	-0.04436158124	0.5703484327	0.5703484327	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	ST		-				-0.05518303933	-0.04415764615	1.520054387	1.520054387	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	D4		-				0.006670811305	-0.04405270065	269305001224	269305001224	0	1	FALSE							0	0	0	0	0	0
SW620	JN	G4		-				-0.07294833058	-0.04392367968	7.609999103	7.609999103	0	1	FALSE							0	0	0	0	0	0
AGS	D1	60	Synergy?	-				-0.09340155097	-0.04356897397	0.4483346188	0.4483346188	0	1	FALSE							1	0	0	0	0	0
MDA-MB-468	D4	P5		-				-0.03328485107	-0.04346822164	1.913682731	1.913682731	0	1	FALSE							0	0	0	0	0	0
A498	5Z	P5	-	-				-0.05291171186	-0.04337945092	9.544403303	9.544403303	0	1	FALSE			Bliss vs HSA	0.8320805432			0	0	0	0	0	0
Colo205	D1	P5	-	-				-0.03589907979	-0.04315079891	12.41164902	12.41164902	0	1	FALSE							0	0	0	0	0	0
A498	5Z	D4	-	-				-0.07071216468	-0.0429227782	8824.57132	8824.57132	0	1	FALSE			Nothing		no effect alone or together		0	0	0	0	0	0
A498	JN	G4	-	-				-0.02204297983	-0.04282898485	53.86022619	53.86022619	0	1	FALSE							0	0	0	0	0	0
Colo205	PD	D1		-				-0.04604540336	-0.04279727401	10.08613738	10.08613738	0	1	FALSE							0	0	0	0	0	0
DU145	G4	P5		-				-0.03823108408	-0.04249288321	17.94587205	17.94587205	0	1	FALSE							0	0	0	0	0	0
SF295	CT	P5		-				-0.05857411885	-0.04218081973	9.799930198	9.799930198	0	1	FALSE							0	0	0	0	0	0
A498	PD	JN	-	-				-0.06513595409	-0.04211364005	1.097884091	1.097884091	0	1	FALSE							0	0	0	0	0	0
Colo205	ST	G2		-				-0.05306946846	-0.0420960198	3.209197665	3.209197665	0	1	FALSE							0	0	0	0	0	0
UACC62	CT	D1		-				0.002886458505	-0.04196837004	83261.75563	83261.75563	0	1	FALSE							0	0	0	0	0	0
SW620	PK	G2		-				-0.05050046812	-0.04193352782	2.580732815	2.580732815	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	SB		-				-0.07839937091	-0.04177031443	1.123208479	1.123208479	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	G2		-				-0.04443713679	-0.0417629242	1.20916568	1.20916568	0	1	FALSE							0	0	0	0	0	0
Colo205	AK	CT	-	-				-0.02629877192	-0.0416372671	183.3557923	183.3557923	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	CT		-				-0.05898339076	-0.04157519812	1.981261631	1.981261631	0	1	FALSE							0	0	0	0	0	0
UACC62	AK	PD		-				-0.03023109867	-0.04143446966	7.96816E+291	7.96816E+291	0	1	FALSE							0	0	0	0	0	0
SW620	CT	JN		-				-0.04693162638	-0.04121313255	5.681272147	5.681272147	0	1	FALSE							0	0	0	0	0	0
SW620	PD	P5		-				-0.07918055205	-0.04107652322	26.22344944	26.22344944	0	1	FALSE							0	0	0	0	0	0
A498	SB	G4	-	Nothing				-0.02417581856	-0.0408553805	3.54574378	3.54574378	0	1	FALSE							0	0	0	0	0	0
AGS	PD	PI	Synergy	Synergy	Synergy	Synergy		-0.111977746	-0.04073475084	0.9446514908	0.9446514908	1	1	TRUE							1	1	1	1	0	1
MDA-MB-468	BI	G2		-				0.02946652182	-0.04069832203	2.393605512	2.393605512	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	F4		-				-0.05699795126	-0.04056660201	1.521425407	1.521425407	0	1	FALSE							0	0	0	0	0	0
AGS	PI	JN	-	-				-0.08417167164	-0.04028987856	1.033811072	1.033811072	0	1	FALSE							0	0	0	0	0	0
A498	D1	ST	-	-				-0.007416984009	-0.04016069144	NA	0	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	G4	-	-				-0.05465462204	-0.04012438841	1.011539402	1.011539402	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	D4		-				-0.05094064014	-0.03984028968	523016.4752	523016.4752	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	RU		-				-0.06944403328	-0.03971449466	1.82790722	1.82790722	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	SB	-	-				-0.08300717512	-0.03921281074	1.527411564	1.527411564	0	1	FALSE							0	0	0	0	0	0
DU145	CT	G2		-				-0.04021058462	-0.039074116	1.256112163	1.256112163	0	1	FALSE							0	0	0	0	0	0
Colo205	AK	F4	-	-				-0.02400746754	-0.03864606203	84944.56912	84944.56912	0	1	FALSE							0	0	0	0	0	0
DU145	PI	SB		-				-0.09492423291	-0.03825023228	6.565551941	6.565551941	0	1	FALSE							0	0	0	0	0	0
DU145	BI	D4		Nothing				0.0009263549677	-0.03817995173	NA	0	0	1	FALSE							0	0	0	0	0	0
SF295	60	ST		-				-0.01032880486	-0.0380437954	6.93223E+22	6.93223E+22	0	1	FALSE							0	0	0	0	0	0
AGS	PI	P5	-	-				-0.05669469787	-0.03735906419	0.9631370953	0.9631370953	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	P5	-	-				-0.06218905639	-0.03711172045	0.9106083296	0.9106083296	0	1	FALSE							0	0	0	0	0	0
A498	5Z	JN	-	Synergy?				-0.05543568453	-0.03707642319	1.291587656	1.291587656	0	1	FALSE			Correlation				0	1	0	0	0	0
A498	PI	D4	-	-				-0.008132050021	-0.03707087364	7.76281E+19	7.76281E+19	0	1	FALSE							0	0	0	0	0	0
AGS	BI	ST	-	-				-0.04409829465	-0.03687625695	2.159482088	2.159482088	0	1	FALSE							0	0	0	0	0	0
SW620	AK	P5		-				-0.0318068105	-0.03673517467	2486.735676	2486.735676	0	1	FALSE							0	0	0	0	0	0
SF295	BI	60		Nothing				0.05331292894	-0.03638631457	180.795745	180.795745	0	1	FALSE							0	0	0	0	0	0
SF295	60	P5		-				-0.01316752845	-0.0363514604	10424051612	10424051612	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	60		-				-0.03572490107	-0.03626621583	1.522071588	1.522071588	0	1	FALSE							0	0	0	0	0	0
DU145	5Z	ST		-				-0.05030278748	-0.03623296328	7.463839147	7.463839147	0	1	FALSE							0	0	0	0	0	0
AGS	CT	SF	Synergy?	Synergy!	Synergy?			-0.09947774797	-0.03608206717	13.45638205	13.45638205	0	1	FALSE							1	1	1	0	0	0
SF295	5Z	60		-				-0.03736465515	-0.0359799994	2.31465E+29	2.31465E+29	0	1	FALSE							0	0	0	0	0	0
SW620	RU	G4		-				-0.06475933167	-0.03583754271	4.206335979	4.206335979	0	1	FALSE							0	0	0	0	0	0
SW620	BI	D4		-				-0.002602285731	-0.0358114246	3817.531493	3817.531493	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	F4	-	Nothing				-0.04398397335	-0.03553946406	6.099232356	6.099232356	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	AK		-				-0.01235907276	-0.03541563391	8.96239E+89	8.96239E+89	0	1	FALSE							0	0	0	0	0	0
SW620	D1	RU		-				-0.02161297426	-0.03498079518	30.43004098	30.43004098	0	1	FALSE							0	0	0	0	0	0
DU145	BI	D1		-				0.003575256885	-0.03492400066	NA	0	0	1	FALSE							0	0	0	0	0	0
A498	PI	G4	-	-				0.003630941051	-0.03480253736	5674.413981	5674.413981	0	1	FALSE							0	0	0	0	0	0
AGS	AK	JN	-	-				-0.05190194348	-0.03453241588	2.097247548	2.097247548	0	1	FALSE							0	0	0	0	0	0
SW620	PI	60		-				-0.03915126448	-0.03414565223	NA	0	0	1	FALSE							0	0	0	0	0	0
DU145	PI	D4		-				-0.04775125326	-0.03411806117	514551.6761	514551.6761	0	1	FALSE							0	0	0	0	0	0
DU145	60	G4		Nothing				-0.03205882065	-0.03407441933	2689.192413	2689.192413	0	1	FALSE							0	0	0	0	0	0
DU145	PD	G2		Synergy?				-0.1133435547	-0.03400023053	120.8051169	120.8051169	0	1	FALSE							0	1	0	0	0	1
A498	5Z	ST	Synergy?	Synergy?	Synergy?			-0.03757273891	-0.03385824194	4.909406025	4.909406025	0	1	FALSE			Barbara vs Åsmund	0.6317567265			1	1	1	0	0	0
MDA-MB-468	5Z	CT		-				-0.02976217795	-0.03381945183	0.9235046805	0.9235046805	0	1	FALSE							0	0	0	0	0	0
Colo205	ST	P5		-				-0.04649478175	-0.0336085766	5.898505768	5.898505768	0	1	FALSE							0	0	0	0	0	0
A498	PI	SB	-	-				0.006034833369	-0.0334927558	22.67782246	22.67782246	0	1	FALSE							0	0	0	0	0	0
DU145	PI	60		-				-0.03729346333	-0.03348992416	8.77541E+23	8.77541E+23	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	ST		Synergy?				-0.05143475287	-0.03347996691	1.45366273	1.45366273	0	1	FALSE							0	1	0	0	0	0
A498	BI	60	Nothing	Nothing				0.02909094501	-0.03322748175	39.63755046	39.63755046	0	1	FALSE							0	0	0	0	0	0
SW620	ST	P5		-				-0.03031642754	-0.03320939527	8.361556797	8.361556797	0	1	FALSE							0	0	0	0	0	0
DU145	BI	F4		Nothing				0.004625639211	-0.03313129678	NA	0	0	1	FALSE							0	0	0	0	0	0
SW620	RU	ST		-				-0.01069957074	-0.03295119217	8.808669921	8.808669921	0	1	FALSE							0	0	0	0	0	0
UACC62	ST	P5	Synergy	-				-0.017813924	-0.03287365848	4.458088217	4.458088217	0	1	FALSE							1	0	0	0	0	0
AGS	5Z	AK	-	-				-0.04317080545	-0.03274667625	1.348448888	1.348448888	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	RU		-				0.02937834958	-0.03209391186	NA	0	0	1	FALSE							0	0	0	0	0	0
AGS	D1	G2	-	-				-0.04871911418	-0.03192680611	2.414864276	2.414864276	0	1	FALSE							0	0	0	0	0	0
A498	PI	60	-	Nothing				0.006070187096	-0.03171199723	28374.46497	28374.46497	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	CT		-				0.01749679923	-0.03161276356	4.38809E+20	4.38809E+20	0	1	FALSE							0	0	0	0	0	0
SW620	BI	CT		-				0.001550521305	-0.0315230052	350684.4776	350684.4776	0	1	FALSE							0	0	0	0	0	0
SF295	SB	SF		-				-0.01920918196	-0.03145247061	17.89747297	17.89747297	0	1	FALSE							0	0	0	0	0	0
DU145	CT	SB		-				-0.03957920156	-0.03112791866	5.691947563	5.691947563	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	D4		Synergy?	Synergy?			-0.08925248384	-0.0309874993	0.5687282524	0.5687282524	0	1	FALSE							0	1	1	0	0	0
A498	60	G4	Nothing	-				-0.0009475378266	-0.03089192531	1165726.136	1165726.136	0	1	FALSE			Barbara vs HSA	0.1778869742			0	0	0	0	0	0
Colo205	SF	G4		-				-0.009573110015	-0.0308100572	240255153.9	240255153.9	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	SF		-				-0.06478323631	-0.03053656257	2.019516399	2.019516399	0	1	FALSE							0	0	0	0	0	0
SF295	CT	JN		-				-0.02483378826	-0.03046998581	9.959169961	9.959169961	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	60		-				0.02283561197	-0.03025082471	370549839386	370549839386	0	1	FALSE							0	0	0	0	0	0
UACC62	SB	G4		-				-0.02366939371	-0.03024465203	69.35417043	69.35417043	0	1	FALSE							0	0	0	0	0	0
SW620	CT	ST		-				-0.01325481809	-0.02975436574	70.1008522	70.1008522	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	PI	Synergy?	-	Synergy?			-0.08631112079	-0.0297171408	2.015910871	2.015910871	0	1	FALSE							1	0	1	0	0	0
Colo205	D1	G4	-	Nothing				-0.02483572652	-0.02969774866	4.418917582	4.418917582	0	1	FALSE							0	0	0	0	0	0
SF295	G4	P5		-				-0.0408313077	-0.0296861091	37.35013806	37.35013806	0	1	FALSE							0	0	0	0	0	0
DU145	BI	G4		Nothing				0.01065483114	-0.02948919311	NA	0	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	G4		-				-0.01683719064	-0.02932220861	1.875731258	1.875731258	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	P5		-				-0.0521928257	-0.02930229206	1.330190113	1.330190113	0	1	FALSE							0	0	0	0	0	0
UACC62	BI	PD		-				-0.006515940199	-0.02906030675	2.05187E+35	2.05187E+35	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	CT	-	-				-0.04083232698	-0.02901985307	2.496765509	2.496765509	0	1	FALSE							0	0	0	0	0	0
AGS	JN	ST	-	-				-0.04946525413	-0.02893004078	2.076139965	2.076139965	0	1	FALSE							0	0	0	0	0	0
Colo205	G4	P5	-	-				-0.02134202602	-0.02889536807	5.171150446	5.171150446	0	1	FALSE							0	0	0	0	0	0
DU145	PI	G4		-				-0.03172485575	-0.02870537993	13.44422829	13.44422829	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	60		-				-0.01728343311	-0.02864151856	0.9184324804	0.9184324804	0	1	FALSE							0	0	0	0	0	0
SF295	PD	PI	Synergy?	Synergy?	Synergy?			-0.0664234765	-0.02843349297	3167.574949	3167.574949	0	1	FALSE							1	1	1	0	0	0
Colo205	BI	CT	-	Nothing				-0.03503893206	-0.0280279672	2.502764423	2.502764423	0	1	FALSE							0	0	0	0	0	0
SW620	AK	CT		-				-0.02630913572	-0.02790049648	783568.6415	783568.6415	0	1	FALSE							0	0	0	0	0	0
A498	5Z	60	-	-				-0.03891125053	-0.02767931702	9.97997E+22	9.97997E+22	0	1	FALSE		0.11	Synergy		more together than alone		0	0	0	0	0	0
UACC62	60	P5		-				-0.00804651882	-0.0276319442	16074.19916	16074.19916	0	1	FALSE							0	0	0	0	0	0
DU145	5Z	G2		-				-0.09739251176	-0.02716610206	7.645678611	7.645678611	0	1	FALSE							0	0	0	0	0	0
SF295	SF	G4		-				-0.01494136209	-0.02716538305	1.07252E+39	1.07252E+39	0	1	FALSE							0	0	0	0	0	0
SF295	BI	F4		-				0.05629288534	-0.02709945771	151769179.9	151769179.9	0	1	FALSE							0	0	0	0	0	0
A498	SB	P5	-	-				-0.01825546071	-0.02705943402	66.80105165	66.80105165	0	1	FALSE							0	0	0	0	0	0
UACC62	D1	SB		-				0.01545014825	-0.02702992243	2898670.552	2898670.552	0	1	FALSE							0	0	0	0	0	0
Colo205	D1	ST	-	-				-0.01892513682	-0.02691290649	32.6426714	32.6426714	0	1	FALSE							0	0	0	0	0	0
UACC62	PD	JN		-				-0.04120971783	-0.02685030436	6.957843408	6.957843408	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	60		-				-0.03157623306	-0.02643582344	NA	0	0	1	FALSE							0	0	0	0	0	0
A498	D1	RU	-	-				0.008346207145	-0.02627163315	NA	0	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	D1	-	Nothing				-0.02364516407	-0.02598884836	1055011235809	1055011235809	0	1	FALSE							0	0	0	0	0	0
DU145	ST	P5		-				-0.03912232243	-0.02578232884	4.493753811	4.493753811	0	1	FALSE							0	0	0	0	0	0
UACC62	5Z	D4		-				-0.04192492586	-0.02573301056	1.491403223	1.491403223	0	1	FALSE							0	0	0	0	0	0
SF295	5Z	CT		-				-0.06338081047	-0.02554341207	5.048722728	5.048722728	0	1	FALSE							0	0	0	0	0	0
Colo205	JN	G2		-				0.02502721365	-0.02526713254	10.06982326	10.06982326	0	1	FALSE							0	0	0	0	0	0
Colo205	CT	PI	-	-				0.01484097162	-0.02520868961	5.36421E+37	5.36421E+37	0	1	FALSE							0	0	0	0	0	0
SF295	SB	ST		-				-0.01785896163	-0.02501343993	13.83394262	13.83394262	0	1	FALSE							0	0	0	0	0	0
SW620	ST	G4		-				-0.02545892722	-0.02497758975	25.27391771	25.27391771	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	ST	G2		-				-0.05842475502	-0.0243801956	1.717597548	1.717597548	0	1	FALSE							0	0	0	0	0	0
DU145	SB	G4		Nothing				-0.0282044169	-0.02431742376	2.884229033	2.884229033	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	60	G4		Nothing				-0.05106878031	-0.02430505992	0.351953109	0.351953109	0	1	FALSE							0	0	0	0	0	0
SW620	PI	D4		Synergy?				-0.05612998987	-0.02423233602	20.88000598	20.88000598	0	1	FALSE							0	1	0	0	0	0
Colo205	5Z	ST	-	-				-0.0295070837	-0.02422389648	2.664290443	2.664290443	0	1	FALSE							0	0	0	0	0	0
UACC62	60	G4		-				-0.007241094112	-0.02415550086	1219031.556	1219031.556	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	D1		Synergy?	Synergy?			-0.0791238888	-0.02402558147	2.35695624	2.35695624	0	1	FALSE							0	1	1	0	0	0
Colo205	CT	JN	-	-				0.03025054231	-0.02400749319	1.96444E+27	1.96444E+27	0	1	FALSE							0	0	0	0	0	0
Colo205	60	G4	-	Nothing				-0.01679833693	-0.0240009922	15.28313483	15.28313483	0	1	FALSE							0	0	0	0	0	0
DU145	AK	PD		-				-0.01151021344	-0.02376719926	382911827.5	382911827.5	0	1	FALSE							0	0	0	0	0	0
Colo205	5Z	D4	-	-				-0.05472339336	-0.02372846103	2.506214709	2.506214709	0	1	FALSE							0	0	0	0	0	0
AGS	5Z	60	-	-				-0.04616414932	-0.0235940298	1.049303383	1.049303383	0	1	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	ST		-				0.04261790995	-0.02353903777	4.728342641	4.728342641	0	1	FALSE							0	0	0	0	0	0
A498	5Z	F4	-	-				-0.06562133696	-0.02305087856	1.867126286	1.867126286	0	1	FALSE			-		no remarks, at least one drug with response, but nothing to note about combination effect		0	0	0	0	0	0
DU145	D1	ST		-				-0.02660649187	-0.02300777232	5.223328291	5.223328291	0	1	FALSE							0	0	0	0	0	0
A498	SB	ST	-	-				-0.01420213351	-0.0228188414	11.27256998	11.27256998	0	1	FALSE							0	0	0	0	0	0
DU145	SB	SF		-				-0.04928188228	-0.02274827261	4.356494991	4.356494991	0	1	FALSE							0	0	0	0	0	0
DU145	D1	P5		-				-0.05240470402	-0.02247758806	7.13902742	7.13902742	0	1	FALSE							0	0	0	0	0	0
A498	ST	G4	-	-				0.004336071601	-0.02246919735	7.286638613	7.286638613	0	1	FALSE							0	0	0	0	0	0
UACC62	PI	D4		-				-0.02652136187	-0.02234366676	436.6546225	436.6546225	0	1	FALSE							0	0	0	0	0	0
Colo205	BI	G4	-	Nothing				-0.01584734552	-0.0221342883	6467.532129	6467.532129	0	1	FALSE							0	0	0	0	0	0
SW620	5Z	JN		-				-0.04708186293	-0.0220787668	2.77597427	2.77597427	0	1	FALSE							0	0	0	0	0	0
Colo205	SF	ST		-				0.000651492515	-0.02174544572	134364075265	134364075265	0	1	FALSE							0	0	0	0	0	0
Colo205	SB	P5		-				-0.05885648958	-0.02168301715	5.63829668	5.63829668	0	1	FALSE							0	0	0	0	0	0
